rank;name;agency;real name;group;age;height;weight;blood type;origin;country;position;industry;gender;curr date;birth date
1404;Gaeul;Flashe Entertainment;Park Ga-eul;FlaShe;29;168;;B;;South Korea;Vocalist;K-pop;Female;23.04.2020;18.02.1991
1405;SuA;Flashe Entertainment;Pyo Su-A;FlaShe;30;167;;;Seoul;South Korea;Main Dancer, Vocalist;K-pop;Female;23.04.2020;01.01.1990
1406;Sujin;Flashe Entertainment;;FlaShe;;;;;;South Korea;Lead Vocalist, Lead Dancer, Maknae;K-pop;Female;23.04.2020;
1407;Yaerin;Flashe Entertainment;;FlaShe;;165;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;
1408;Seryeong;Flashe Entertainment;Lim Se-ryeong;FlaShe;28;165;;O;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;03.03.1992
1409;Narae;Flashe Entertainment;Kang Na-rae;FlaShe;30;165;;A;Seoul;South Korea;Leader, Main Rapper, Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;14.03.1990
1410;Suhyun;Flashe Entertainment;Yoo Su-hyun;FlaShe;28;163;;A;;South Korea;Vocalist;K-pop;Female;23.04.2020;29.09.1991
1411;ChoA;Flashe Entertainment;;FlaShe;30;167;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;10.01.1990
1412;Songhee;Flashe Entertainment;;FlaShe;27;173;;O;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;12.11.1992
1413;Hanyoung;First Step Company;Yang Han Young;New Town Boyz;;177;65;;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;
1414;Naro;First Step Company;Kim Jong Woo;New Town Boyz;;179;67;A;;South Korea;Sub Vocalist, Maknae;K-pop;Male;23.04.2020;
1415;Mori;First Step Company;Hyun Jun Seok;New Town Boyz;;176;60;O;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;
1416;Doi;FENT/Fascino Entertainment;Kim Do I;Fanatics;26;170;48;B;;South Korea;Lead Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;12.04.1994
1417;Sika;FENT/Fascino Entertainment;Lian Si Jia;Fanatics;24;168;47;A;Dalian;China;Main Vocalist;K-pop;Female;23.04.2020;22.08.1995
1418;Chaelin;FENT/Fascino Entertainment;Lee Chae Lin;Fanatics;20;162;;A;;South Korea;Main Rapper, Vocalist;K-pop;Female;23.04.2020;20.10.1999
1419;Chiayi;FENT/Fascino Entertainment;Li Chiayi;Fanatics;20;164;45;O;;Taiwan;Main Dancer, Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;22.01.2000
1420;Yoonhye;FENT/Fascino Entertainment;Jung Yoon Hye;Fanatics;18;173;52;A;;South Korea;Lead Dancer, Lead Rapper, Vocalist;K-pop;Female;23.04.2020;04.10.2001
1421;Doah;FENT/Fascino Entertainment;Kim Do Ah;Fanatics;16;163;42;O;;South Korea;Lead Rapper, Lead Dancer, Vocalist, Center, Face Of The Group, Maknae;K-pop;Female;23.04.2020;04.12.2003
1422;YY / Yongyong;FD Entertainment;;UNVS;;;;;;South Korea;;K-pop;Male;23.04.2020;
1423;Crown;FD Entertainment;;UNVS;;;;;;South Korea;;K-pop;Male;23.04.2020;
1424;Jun.H;FD Entertainment;Im Joon Hyeon;UNVS;28;177;58;A;;South Korea;Rapper, Dancer;K-pop;Male;23.04.2020;28.08.1991
1425;Changgong;FD Entertainment;;UNVS;;;;;;South Korea;;K-pop;Male;23.04.2020;
1426;Yehyeon;FD Entertainment;;UNVS;;;;;;South Korea;;K-pop;Male;23.04.2020;
1427;Moonbin;Fantagio Entertainment;Moon Bin;ASTRO;22;181;64;B;;South Korea;Main Dancer, Lead Vocalist, Center;K-pop;Male;23.04.2020;26.01.1998
1428;Cha Eunwoo;Fantagio Entertainment;Lee Dong Min;ASTRO;23;183;64;B;;South Korea;Vocalist, Visual, Face of The Group;K-pop;Male;23.04.2020;30.03.1997
1429;Seo Kang-joon;Fantagio Entertainment;Lee Seung-hwan;5URPRISE;26;183;65;AB;Gyeonggi;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;12.10.1993
1430;Sanha;Fantagio Entertainment;Yoon San Ha;ASTRO;20;184;60;AB;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;21.03.2000
1431;Elly;Fantagio Entertainment;;Weki Meki;21;161;46;B;;South Korea;Vocalist;K-pop;Female;23.04.2020;20.07.1998
1432;Yoojung;Fantagio Entertainment;;Weki Meki;20;157;44;O;Gyeonggi;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Female;23.04.2020;12.11.1999
1433;Doyeon  ;Fantagio Entertainment;;Weki Meki;20;173;50;O;Gangwon;South Korea;Lead Dancer, Lead Vocalist, Visual, Center;K-pop;Female;23.04.2020;04.12.1999
1434;Sei;Fantagio Entertainment;;Weki Meki;20;163;49;B;Gyeonggi;South Korea;Vocalist, Rapper;K-pop;Female;23.04.2020;07.01.2000
1435;Lua;Fantagio Entertainment;;Weki Meki;19;165;;A;;South Korea;Main Dancer, Vocalist, Rapper;K-pop;Female;23.04.2020;06.10.2000
1436;Rina;Fantagio Entertainment;;Weki Meki;18;162;;O;Seoul;South Korea;Lead Dancer, Vocalist, Rapper;K-pop;Female;23.04.2020;27.09.2001
1437;Lucy;Fantagio Entertainment;;Weki Meki;17;168;;B;Gyeonggi;South Korea;Lead Rapper, Lead Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;31.08.2002
1438;Yoo Il;Fantagio Entertainment;Park Sang-il;5URPRISE;30;178;63;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;11.01.1990
1439;Rocky;Fantagio Entertainment;Park Min Hyuk;ASTRO;21;177;63;O;;South Korea;Main Dancer, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;25.02.1999
1440;Suyeon;Fantagio Entertainment;;Weki Meki;23;164;;O;Gyeonggi;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;20.04.1997
1441;Gong Myung;Fantagio Entertainment;Kim Dong-hyun;5URPRISE;25;183;63;A;;South Korea;Vocalist;K-pop;Male;23.04.2020;26.05.1994
1442;Kang Tae-oh;Fantagio Entertainment;Kim Yoon-hwan;5URPRISE;25;188;72;B;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;21.02.1995
1443;JinJin;Fantagio Entertainment;Park Jin Woo;ASTRO;24;174;63;A;;South Korea;Leader, Main Rapper, Lead Dancer;K-pop;Male;23.04.2020;15.03.1996
1444;MJ;Fantagio Entertainment;Kim Myung Jun;ASTRO;26;175;58;O;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;05.03.1994
1445;Jihyun  ;Fancy Factory;Lee Jihyun;CoCo;15;156;37;;;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;15.04.2005
1446;Hyojeong  ;Fancy Factory;Lim Hyojeong;CoCo;12;154;39;;;South Korea;Vocalist, Main Dancer;K-pop;Female;23.04.2020;12.11.2007
1447;Youngchae  ;Fancy Factory;Ryu Youngchae;CoCo;12;141;38;;;South Korea;Main Vocalist, Rapper, Main Dancer, Maknae;K-pop;Female;23.04.2020;28.01.2008
1448;Sumin  ;Fancy Factory;Sin Sumin;CoCo;13;155;42;;;South Korea;Leader, Vocalist, Dancer;K-pop;Female;23.04.2020;19.11.2006
1449;Suhyun  ;Fancy Factory;Kim Suhyun;CoCo;12;154;34;;;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;24.08.2007
1450;Minseo  ;Fancy Factory;Baek Minseo;CoCo;13;151;34;;;South Korea;Vocalist, Dancer, Visual;K-pop;Female;23.04.2020;26.04.2007
1451;Seoha  ;Fancy Factory;Park Seoha;CoCo;13;155;41;;;South Korea;Vocalist, Main Rapper, Dancer;K-pop;Female;23.04.2020;29.01.2007
1452;Seonwoo;FAB Entertainment;Arn Seunju;Chloris;24;165;45;O;;South Korea;Leader & Vocalist;K-pop;Female;23.04.2020;04.03.1996
1453;Jiwoo;FAB Entertainment;;Blah Blah;26;165;46;A;;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;16.03.1994
1454;Eunyuri;FAB Entertainment;;Blah Blah;28;162;42;B;;South Korea;Main Rapper, Sub-Vocalist;K-pop;Female;23.04.2020;14.03.1992
1455;Hajung;FAB Entertainment;;Blah Blah;26;168;47;O;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;12.09.1993
1456;Cheoum;FAB Entertainment;Yo Gayeon;Chloris;;;;;;South Korea;;K-pop;Female;23.04.2020;
1457;Hyoin;FAB Entertainment;;Blah Blah;25;163;43;B;;South Korea;Lead Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;07.08.1994
1458;Seolhwa;FAB Entertainment;;Blah Blah;25;167;48;O;;South Korea;Main Dancer, Vocalist, Visual;K-pop;Female;23.04.2020;20.07.1994
1459;Mijin;FAB Entertainment;Heo Mijin;Chloris;;170;48;;;South Korea;Rapper;K-pop;Female;23.04.2020;
1460;Jinny;FAB Entertainment;Lee Eonjin;Chloris;21;;;;;South Korea;Lead Vocalist & Maknae;K-pop;Female;23.04.2020;16.01.1999
1461;Kwangho;Evermore Music;Jung Kwang Ho;VOISPER;23;175;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;02.06.1996
1462;Kangsan;Evermore Music;Kim Kang San;VOISPER;23;177;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;11.06.1996
1463;Choon Gi;Evermore Music;Min Choon Gi;VOISPER;23;179;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;17.12.1996
1464;Daekwang;Evermore Music;Jung Dae Kwang;VOISPER;23;176;;;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;25.11.1996
1465;Shinyoung;Elijah Entertainment;Park Shinyoung;G-reyish;20;;;;Seoul;South Korea;Main Rapper, Lead Dancer, Vocalist;K-pop;Female;23.04.2020;19.03.2000
1466;Yena;Elijah Entertainment;Jeong Yena;G-reyish;20;166;45;O;Daegu;South Korea;Main Dancer, Lead Rapper, Vocalist, Center;K-pop;Female;23.04.2020;10.04.2000
1467;Yeso;Elijah Entertainment;Lee Yeso;G-reyish;18;;;;Goyang;South Korea;Lead Vocalist, Maknae;K-pop;Female;23.04.2020;13.11.2001
1468;Hyunseo;Elijah Entertainment;Go Hyunseo;G-reyish;20;168;;;Namhae;South Korea;Vocalist;K-pop;Female;23.04.2020;17.06.1999
1469;Hye Ji;Elijah Entertainment;Shin Hyeji;G-reyish;23;;;;;South Korea;Leader, Main Vocalist, Visual;K-pop;Female;23.04.2020;06.07.1996
1470;Youngjo;Elen Entertainment;Jo Yeong Jo;BEATWIN;;;63;AB;;South Korea;;K-pop;Male;23.04.2020;
1471;Sunhyeok;Elen Entertainment;ImSun Hyeok;BEATWIN;29;183;61;A;;South Korea;;K-pop;Male;23.04.2020;10.09.1990
1472;Seongho;Elen Entertainment;Jin Seong Ho;BEATWIN;24;172;58;A;;South Korea;Main Vocal, Maknae;K-pop;Male;23.04.2020;16.01.1996
1473;Jungha;Elen Entertainment;Hwang Jung Ha;BEATWIN;;180;67;A;;South Korea;Lead Rapper;K-pop;Male;23.04.2020;
1474;Cho Yoon Hu;Elen Entertainment;Cho Yoon Hu;BEATWIN;25;175;58;O;;South Korea;Main Rapper;K-pop;Male;23.04.2020;27.03.1995
1475;Won Hyuk;E Entertainment;Won Hyuk;EBOYZ;18;181;63;A;;South Korea;Vocalist, Rapper;K-pop;Male;23.04.2020;22.02.2002
1476;Baekgyeol;E Entertainment;;EBOYZ;20;180;61;;;South Korea;Vocalist;K-pop;Male;23.04.2020;01.12.1999
1477;Choi In;E Entertainment;Choi In;EBOYZ;24;170;50;;;South Korea;Dancer;K-pop;Male;23.04.2020;11.02.1996
1478;Rano;E Entertainment;;EBOYZ;21;175;60;;;South Korea;Leader, Rapper, Dancer;K-pop;Male;23.04.2020;10.12.1998
1479;Choi Seungyeop;E Entertainment;Choi Seungyeop;EBOYZ;22;176;60;;;South Korea;Visual, Vocalist;K-pop;Male;23.04.2020;08.05.1997
1480;Lee Wonjun;E Entertainment;Lee Wonjun;EBOYZ;18;171;58;A;;South Korea;Maknae, Rapper;K-pop;Male;23.04.2020;08.03.2002
1481;YeonHa;DWM Entertainment;;P.O.P;19;;;A;Chungcheong;South Korea;Main Rapper, Main Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;19.05.2000
1482;Seol;DWM Entertainment;;P.O.P;23;166;;AB;Gyeonggi;South Korea;Sub-Vocalist;K-pop;Female;23.04.2020;01.01.1997
1483;Miso;DWM Entertainment;;P.O.P;23;163.9;;A;Seoul;South Korea;Main Vocalist;K-pop;Female;23.04.2020;16.09.1996
1484;Ahyung;DWM Entertainment;;P.O.P;23;168;;A;Gwangju;South Korea;Main Dancer, Vocalist;K-pop;Female;23.04.2020;27.08.1996
1485;Haeri;DWM Entertainment;;P.O.P;23;164;;O;Seoul;South Korea;Leader, Main Vocalist, Lead Dancer, Center;K-pop;Female;23.04.2020;14.01.1997
1486;Yeonjoo;DWM Entertainment;;P.O.P;22;169.8;;A;Bundang;South Korea;Main Vocalist, Visual, Maknae;K-pop;Female;23.04.2020;26.06.1997
1487;Hoseok;DSP Media;Yoo Hoseok;Click B;36;177;58;B;Seoul;South Korea;Sub Vocalist, Sub Rapper;K-pop;Male;23.04.2020;24.12.1983
1488;Minhyuk;DSP Media;Noh Minhyuk;Click B;36;187;70;O;;South Korea;Guitarist;K-pop;Male;23.04.2020;24.12.1983
1489;Hyungon;DSP Media;Ha Hyungon;Click B;36;175;56;O;;South Korea;Drummer;K-pop;Male;23.04.2020;28.11.1983
1490;Sanghyuk;DSP Media;Kim Sanghyuk;Click B;36;180;60;B;Seoul;South Korea;Sub Vocalist, Sub Rapper;K-pop;Male;23.04.2020;07.05.1983
1491;Chaekyung;DSP Media;;APRIL;23;161;41;AB;Incheon Metropolitan City;South Korea;Vocalist;K-pop;Female;23.04.2020;07.07.1996
1492;Chaewon;DSP Media;;APRIL;22;160;41;O;Gongju;South Korea;Main Vocalist, Rapper;K-pop;Female;23.04.2020;08.11.1997
1493;Naeun;DSP Media;;APRIL;20;167;44;B;Daejeon Metropolitan City;South Korea;Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;05.05.1999
1494;Yena;DSP Media;;APRIL;19;164;45;A;Daegu;South Korea;Main Rapper, Main Dancer, Sub Vocalist;K-pop;Female;23.04.2020;22.05.2000
1495;Rachel;DSP Media;;APRIL;19;165;45;O;Seoul;South Korea;Lead Rapper, Lead Dancer, Sub Vocalist;K-pop;Female;23.04.2020;28.08.2000
1496;Jinsol;DSP Media;;APRIL;18;168.5;44;O;;South Korea;Lead Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;04.12.2001
1497;Taehyung;DSP Media;Kim Taehyung;Click B;39;173;56;A;;South Korea;Leader, Lead Vocalist, Keyboardist;K-pop;Male;23.04.2020;19.03.1981
1498;Yunsuk;DSP Media;Woo Yeonseok;Click B;39;173;55;B;;South Korea;Main Rapper, Sub Vocalist;K-pop;Male;23.04.2020;13.05.1980
1499;Jonghyuk;DSP Media;Oh Jonghyuk;Click B;37;178;56;B;Seoul;South Korea;Main Vocalist, Bassist;K-pop;Male;23.04.2020;16.02.1983
1500;Jayden;DS Entertainment;Jayden;DS Boys;;;;O;;South Korea;Vocalist;K-pop;Male;23.04.2020;
1501;Suil;DS Entertainment;Ma Su Il;DS Boys;;;;A;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;
1502;Steven;DS Entertainment;Steven Kim;DS Boys;20;176;57;A;;South Korea;Vocalist;K-pop;Male;23.04.2020;17.01.2000
1503;Woobin;DS Entertainment;Jung Woo Bin;DS Boys;;;;AB;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;
1504;Youngbin;DS Entertainment;Jung Young Bin;DS Boys;21;172;55;A;;South Korea;Vocalist;K-pop;Male;23.04.2020;05.10.1998
1505;Sojin;Dream Tea Entertainment;Park So Jin;Girl's Day;;167;;AB;Daegu;South Korea;Leader, Lead Vocalist;K-pop;Female;23.04.2020;
1506;Yura;Dream Tea Entertainment;;Girl's Day;;170;;O;Ulsan;South Korea;Main Rapper, Lead Dancer, Vocalist, Visual;K-pop;Female;23.04.2020;
1507;Minah;Dream Tea Entertainment;Bang Min Ah;Girl's Day;;165;;O;Incheon;South Korea;Main Vocalist;K-pop;Female;23.04.2020;
1508;Hyeri;Dream Tea Entertainment;Lee Hye Ri;Girl's Day;;167;;AB;Gwangju;South Korea;Main Dancer, Lead Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;
1509;J.Jun;Dream T Entertainment;Kim Yeongjun;MAP6;25;180;70;B;;South Korea;Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;21.05.1994
1510;Sun;Dream T Entertainment;Kang Byungseon;MAP6;24;176;60;O;;South Korea;Main Dancer, Vocalist, Visual;K-pop;Male;23.04.2020;31.12.1995
1511;Minhyuk;Dream T Entertainment;Kim Minhyuk;MAP6;28;178;61;A;;South Korea;Leader, Main Rapper;K-pop;Male;23.04.2020;11.04.1992
1512;Sign;Dream T Entertainment;Kim Kiho;MAP6;25;178;62;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;24.10.1994
1513;J.Vin;Dream T Entertainment;Park Jongbin;MAP6;23;178;60;A;;South Korea;Lead Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;18.05.1996
1514;Kang Minju;DRB Entertainment;Shin Sung Eun;Year 7 Class 1;27;165;;;Muan County;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;22.12.1992
1515;Shin Ee-Rang;DRB Entertainment;Kim Hyun A;Year 7 Class 1;27;157;;;Sacheon;South Korea;Main Dancer, Sub Vocalist;K-pop;Female;23.04.2020;21.01.1993
1516;Kwon Sojung;DRB Entertainment;Han Won Jung;Year 7 Class 1;26;160;;;Gyeongju;South Korea;Lead Dancer, Vocalist;K-pop;Female;23.04.2020;07.01.1994
1517;Baek Sehee;DRB Entertainment;Jang Jisoo;Year 7 Class 1;29;162;;;;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;08.02.1991
1518;Han Bitna;DRB Entertainment;Oh Seung Eun;Year 7 Class 1;23;160;;;Hwaseong;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;01.10.1996
1519;Yoo Hwa;DRB Entertainment;Go Yu Bin;Year 7 Class 1;22;160;;;Seoul;South Korea;Vocalist, Dancer, Visual;K-pop;Female;23.04.2020;15.12.1997
1520;Go Eunshil;DRB Entertainment;Go Yoo Sun;Year 7 Class 1;20;158;;;Seoul;South Korea;Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;14.05.1999
1521;Youngheun;DR Music;;RaNia;25;;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;20.11.1994
1522;Seonghyun;DR Music;Lee Seonghyun;RaNia;;;;;;South Korea;;K-pop;Female;23.04.2020;
1523;Namfon;DR Music;;RaNia;18;;;;;South Korea;Sub-Vocalist, Maknae;K-pop;Female;23.04.2020;25.06.2001
1524;Larissa;DR Music;;RaNia;;;;;;South Korea;;K-pop;Female;23.04.2020;
1525;Hyeme;DR Music;Kim Hye Mi;RaNia;24;170;;B;Gimpo;South Korea;Main Vocalist;K-pop;Female;23.04.2020;22.12.1995
1526;Sebin  ;Double X Entertainment;;S.I.S;18;160;37;B;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;02.07.2001
1527;J-Sun;Double X Entertainment;;S.I.S;24;170;48;A;;South Korea;Leader, Lead Vocalist;K-pop;Female;23.04.2020;10.08.1995
1528;Dal;Double X Entertainment;;S.I.S;23;165;;A;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;28.05.1996
1529;Gaeul;Double X Entertainment;;S.I.S;21;167;49;A;;South Korea;Vocalist;K-pop;Female;23.04.2020;12.08.1998
1530;Anne;Double X Entertainment;;S.I.S;19;162;42;O;Daegu;South Korea;Vocalist, Lead Dancer;K-pop;Female;23.04.2020;03.05.2000
1531;Minzy;Double X Entertainment;;S.I.S;23;163;;A;;South Korea;Main Rapper, Main Dancer, Vocalist;K-pop;Female;23.04.2020;02.02.1997
1532;Wondae;Dongyo Entertainment;Seol Wondae;DONGKIZ;22;180;63;AB;;South Korea;;K-pop;Male;23.04.2020;28.04.1998
1533;Jonghyeong;Dongyo Entertainment;Kim Jong Hyeong;DONGKIZ;18;178;66;AB;;South Korea;;K-pop;Male;23.04.2020;13.04.2002
1534;Jaechan;Dongyo Entertainment;Park Jaechan;DONGKIZ;18;177;58;O;;South Korea;;K-pop;Male;23.04.2020;06.12.2001
1535;Munik;Dongyo Entertainment;Jang Mun Ik;DONGKIZ;19;173;50;A;;South Korea;;K-pop;Male;23.04.2020;20.03.2001
1536;Kyoungyoon;Dongyo Entertainment;Lee Kyoungyoon;DONGKIZ;20;177;58;O;;South Korea;;K-pop;Male;23.04.2020;21.02.2000
1537;Yellow;DOMA Entertainment;Kim Eunbi;Pungdeng-E;26;156;;A;;South Korea;Main vocalist, visual;K-pop;Female;23.04.2020;05.05.1993
1538;Red;DOMA Entertainment;Lee Heejin;Pungdeng-E;28;163;;A;;South Korea;Main rapper;K-pop;Female;23.04.2020;10.06.1991
1539;Blue;DOMA Entertainment;Jung Kahi;Pungdeng-E;26;161;;O;Gwangju;South Korea;Leader, vocalist, rapper, maknae;K-pop;Female;23.04.2020;18.01.1994
1540;Baekgyeol  ;dna entertainment;Jung Semin;GreatGuys;22;187;68;A;Jeonju;South Korea;Lead Vocalist, Innocent Guy, Maknae;K-pop;Male;23.04.2020;24.09.1997
1541;Uiyeon  ;dna entertainment;Jeon Mingi;GreatGuys;23;192;;AB;Seoul;South Korea;Main Rapper, Visual, Loyal Guy;K-pop;Male;23.04.2020;23.10.1996
1542;Jae I  ;dna entertainment;Im Hahyeong;GreatGuys;26;180;62;O;Gwangju;South Korea;Leader, Vocalist, Main Dancer, Charming Guy;K-pop;Male;23.04.2020;06.08.1993
1543;Horyeong  ;dna entertainment;Jeong Yeongki;GreatGuys;25;184;70;A;Jinju;South Korea;Vocalist, Reliable Guy;K-pop;Male;23.04.2020;06.09.1994
1544;Haneul  ;dna entertainment;Kim Jinhyeon;GreatGuys;25;183;63;A;;South Korea;Vocalist, Nice Guy;K-pop;Male;23.04.2020;05.10.1994
1545;Daun  ;dna entertainment;Lee Junghoon;GreatGuys;25;178;63;A;Suwon;South Korea;Main Vocalist, Lucky Guy;K-pop;Male;23.04.2020;19.01.1995
1546;Donghwi  ;dna entertainment;Kim Donghyun;GreatGuys;25;180;60;B;Busan;South Korea;Lead Vocalist, Pretty Guy;K-pop;Male;23.04.2020;10.02.1995
1547;Dongin  ;dna entertainment;Lee Youngjun;GreatGuys;24;184;63;O;Busan;South Korea;Lead Rapper, Tough Guy;K-pop;Male;23.04.2020;05.03.1996
1548;Hwalchan  ;dna entertainment;Lee Daeyoung;GreatGuys;23;190;72;A;;South Korea;Vocalist, Visual, Energetic Guy;K-pop;Male;23.04.2020;18.09.1996
1549;Zia;DAM Entertainment;;GIRL CRUSH;24;166;45;A;;South Korea;Leader, Main Vocalist;K-pop;Female;23.04.2020;09.06.1995
1550;Taeri;DAM Entertainment;;GIRL CRUSH;26;170;48;;;South Korea;Main Dancer, Vocalist;K-pop;Female;23.04.2020;29.03.1994
1551;Bomi  ;DAM Entertainment;Jeong Bomi;GIRL CRUSH;23;165;47;B;Seoul;South Korea;Lead Dancer, Vocalist;K-pop;Female;23.04.2020;12.05.1996
1552;Go Yo Na;DAM Entertainment;Go Yo Na;GIRL CRUSH;23;164;52;;;South Korea;Lead Vocalist, Maknae;K-pop;Female;23.04.2020;12.02.1997
1553;Jiyong;Daesung Entertainment;Ko Ji Yong;Sechskies;39;180;66;O;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;01.07.1980
1554;Suwon;Daesung Entertainment;Jang Su Won;Sechskies;39;176;52;A;;South Korea;Sub Vocalist, Maknae;K-pop;Male;23.04.2020;16.07.1980
1555;Sunghoon;Daesung Entertainment;Kang Sung Hoon;Sechskies;40;175;60;B;;South Korea;Main Vocalist, Visual;K-pop;Male;23.04.2020;22.02.1980
1556;Jaeduck;Daesung Entertainment;Kim Jae Duck;Sechskies;40;174;55;B;Busan;South Korea;Lead Rapper, Lead Dancer;K-pop;Male;23.04.2020;07.08.1979
1557;Jaejin;Daesung Entertainment;Lee Jae Jin;Sechskies;40;175;64;O;Busan;South Korea;Main Dancer, Sub Rapper;K-pop;Male;23.04.2020;13.07.1979
1558;Jiwon;Daesung Entertainment;Eun Ji Won;Sechskies;41;174;60;A;;South Korea;Leader, Main Rapper, Lead Vocalist;K-pop;Male;23.04.2020;08.06.1978
1559;Yooyeong;D-Side Entertainment;Jeong Yoo Yeong;DESTINY;31;;;;;South Korea;Lead Vocalist;K-pop;Female;23.04.2020;10.03.1989
1560;Sui;D-Side Entertainment;Park Su Hee;DESTINY;28;;;;;South Korea;Lead Vocalist, Lead Dancer, Maknae;K-pop;Female;23.04.2020;07.10.1991
1561;J.C;D-Side Entertainment;Choi Ji Hye;DESTINY;31;166;47;;Seoul;South Korea;Main Dancer, Main Rapper, Vocalist;K-pop;Female;23.04.2020;01.07.1988
1562;Bohye;D-Side Entertainment;Kim Bo Hye;DESTINY;30;165;45;A;Busan;South Korea;Leader, Main Vocalist, Lead Dancer, Lead Rapper;K-pop;Female;23.04.2020;19.01.1990
1563;Hyerim;D-maker Entertainment;Kim Hyerim;LIMESODA;20;166;45;O;;South Korea;Main Vocalist, Lead Dancer, Maknae;K-pop;Female;23.04.2020;30.06.1999
1564;Seungji;D-maker Entertainment;Na Seungji;LIMESODA;22;158;43;B;;South Korea;Main Rapper, Lead Vocalist;K-pop;Female;23.04.2020;05.02.1998
1565;Jangmi;D-maker Entertainment;Jang Mi;LIMESODA;22;;;;;South Korea;Leader, Main Dancer, Lead Rapper, Vocalist;K-pop;Female;23.04.2020;01.08.1997
1566;Hui;Cube Entertainment;Lee Hoe Taek;Pentagon;26;172;57;A;Gwacheon;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Male;23.04.2020;28.08.1993
1567;Yujin;Cube Entertainment;Choi Yu Jin;CLC;23;164;42;A;North Jeolla;South Korea;Lead Dancer, Vocalist, Visual, Center;K-pop;Female;23.04.2020;12.08.1996
1568;Sorn;Cube Entertainment;Chonnasorn Sajakul;CLC;23;164;48;A;;Thailand;Vocalist;K-pop;Female;23.04.2020;18.11.1996
1569;Yeeun;Cube Entertainment;Jang Yee Eun;CLC;21;166;49;B;Gyeonggi;South Korea;Main Rapper, Vocalist;K-pop;Female;23.04.2020;10.08.1998
1570;Elkie;Cube Entertainment;Chong Ting Yan;CLC;21;163;45;O;;South Korea;Lead Vocalist, Lead Dancer, Visual;K-pop;Female;23.04.2020;02.11.1998
1571;Eunbin;Cube Entertainment;Kwon Eunbin;CLC;20;169;48;B;Seoul;South Korea;Lead Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;06.01.2000
1572;Shinwon;Cube Entertainment;Ko Shin Won;Pentagon;24;184;68;A;;South Korea;Sub Vocalist;K-pop;Male;23.04.2020;11.12.1995
1573;Kino;Cube Entertainment;Kang Hyung Gu;Pentagon;22;177;62;B;;South Korea;Main Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;27.01.1998
1574;Jinho  ;Cube Entertainment;Jo Jin Ho;Pentagon;28;168;52;A;Seoul;South Korea;Main Vocalist;K-pop;Male;23.04.2020;17.04.1992
1575;Hongseok  ;Cube Entertainment;Yang Hong Seok;Pentagon;26;180;65;A;San Diego;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;17.04.1994
